0.2996,0.9019,-0.234,1.0376,0.3662,0.6104,0.282,0.9219,-0.2472,-3.8452,-2.0752,3.1128,0.2998,0.9095,-0.2058,-7.7515,9.0332,4.4556,0.2998,0.9354,-0.2115,-11.0474,6.0425,4.3945,0.3013,0.9989,-0.1816,-36.8042,22.7661,-18.6768,0.2046,1.0277,-0.2084,-221.4966,261.7188,-49.3774,0.2344,0.7458,0.0193,-832.2143,656.9824,-89.4165,0.0817,0.3016,0.0674,-130.0659,1665.4052,-186.5234,0.1843,0.1526,0.0042,-704.7729,-266.6626,225.0366,0.0548,-0.5077,-0.1617,9.2773,260.498,161.56,0.1282,2.3232,0.0021,1337.7684,816.3452,21.9116,-0.2926,1.2465,0.2504,374.3286,943.6035,200.5005,0.7032,3.9999,-0.2946,-41.8701,-1990.1732,264.7095,-0.1218,1.1371,0.4467,207.4585,1103.5767,-552.9785,-0.2406,0.8556,0.1299,-718.5058,-1999.9999,534.2407,0.2017,0.0494,0.163,254.4556,-1451.3549,180.0537,0.0222,0.3153,0.2532,444.3359,-98.5107,111.145,0.0571,0.3555,0.2238,15.0146,321.3501,4.5776,0.1078,0.4733,0.1534,47.7905,101.9897,31.3721,0.0345,0.9537,0.2245,271.6675,160.5225,102.6611,3
-0.054,0.9604,-0.2083,1.5869,0.3052,-0.5493,-0.0557,0.963,-0.2133,0.8545,-1.8921,-1.709,-0.0693,0.9532,-0.2142,-1.8921,-3.0518,-0.7935,-0.0856,0.9869,-0.2167,-7.9346,-10.437,-8.3008,-0.1741,0.9829,-0.1428,-64.9414,-96.3135,-48.7671,-0.2163,0.4634,0.0392,-333.4961,-215.3931,-65.1245,-0.079,-0.1229,-0.2909,-31.0059,-1042.9688,138.4277,0.3065,0.2859,0.0394,283.8135,220.0317,380.4321,0.1417,0.6316,0.0812,-350.0976,824.1577,494.5068,0.2026,0.1976,0.2151,-314.0259,890.5639,338.623,0.007,-0.1793,-0.2802,136.1084,260.1929,498.4131,-0.5686,3.9999,0.0336,1441.101,1878.2347,703.5522,-0.5632,3.9999,-0.2343,-344.4214,1097.229,77.2705,0.2006,3.3282,-0.0496,-964.8437,-1767.0897,-60.3638,1.8154,-0.3348,-0.0862,270.9961,-380.0049,-147.583,-0.0992,0.3712,0.2169,175.7812,1999.9388,-226.5625,0.0033,0.2458,0.1973,-279.9072,-411.9262,-90.1489,0.095,0.0168,0.1288,-28.5645,-547.7905,-84.0454,0.1995,0.3811,0.2693,414.978,-34.5459,-45.105,0.1343,0.7631,0.3622,306.3354,107.4219,154.7241,3
0.0496,0.9537,-0.2928,0.6104,4.4556,1.8921,0.0638,0.9487,-0.2762,-2.3193,2.8076,0.6714,0.0591,0.9366,-0.2637,-1.0376,4.6387,4.5166,0.0654,0.9575,-0.2576,2.8687,2.6245,0.5493,0.058,0.9495,-0.2554,-1.3428,2.3193,2.0142,0.0687,0.9723,-0.2288,0.4272,6.4087,6.1646,-0.652,0.7814,-0.4668,-48.7671,-191.7114,7.3242,0.2782,0.2201,0.1696,-453.0639,-782.8369,280.7007,0.244,0.439,0.0751,-53.2837,522.8882,321.7773,0.3097,2.0845,0.3666,-403.5644,212.5854,387.4511,0.047,-0.1814,-0.2017,-874.1454,-607.9102,440.979,0.0591,-0.4242,-0.4375,738.5864,-518.7988,290.4663,-0.2981,2.3379,0.2572,1360.0463,1297.1801,457.7636,-0.7177,0.8032,0.0361,-487.0605,1535.6444,-32.2876,0.3141,3.9999,-0.1866,371.7041,444.519,-352.0508,0.0419,1.3228,0.5085,324.5239,-293.5791,16.8457,0.0193,2.0453,0.1365,-1127.5024,-542.1143,244.5068,0.084,-0.0386,-0.0798,-218.2007,455.0171,138.4888,-0.1694,0.3029,0.2772,470.1538,837.2192,-24.9023,-0.0901,0.3173,0.375,9.1553,-628.479,-78.7964,3
0.3451,0.9165,-0.1385,-0.6104,2.7466,3.2959,0.3693,0.9014,-0.1046,7.5073,0.061,3.6621,0.3514,0.9385,-0.1663,2.1362,-4.4556,-1.5869,0.3346,0.8998,-0.1331,-1.0986,-1.4648,-0.3052,0.3273,0.9429,-0.1492,5.249,-1.8311,2.6855,0.4122,1.0045,-0.2616,-2.3804,-87.8296,-11.9629,0.1611,0.2704,-0.1199,-582.1533,58.4717,89.2334,0.2278,0.1936,0.1044,-311.2183,-92.9565,134.8877,0.2778,0.0599,0.0386,-309.7534,102.2339,302.4902,-0.0022,-0.6326,-0.2064,-168.8232,4.3335,330.9936,0.1388,1.6072,0.0341,1069.7632,602.7832,278.0762,-0.5392,2.1582,0.2804,373.9624,1710.0219,302.4902,-0.1096,3.0289,0.0002,714.4164,-1999.9999,98.938,-0.5167,1.9967,2.3685,-1413.8182,-1253.0518,154.3579,0.1985,0.4202,0.1357,-90.6372,-165.5273,-57.8613,-0.0294,0.149,0.1545,98.2666,289.6729,-9.0942,0.1221,0.2217,0.1669,32.2876,-413.269,-103.6377,0.1289,0.1523,0.1482,88.562,-199.2798,-65.1855,0.2546,0.4189,0.2278,260.1318,-198.3032,-11.5356,0.1593,0.8815,0.2748,311.9507,351.5625,143.6768,3
-0.0408,0.9421,-0.328,0.9766,-4.6997,-4.1504,-0.0328,0.9398,-0.314,-3.7842,0.4272,-1.0376,-0.0344,0.9338,-0.2747,-4.7607,6.6528,3.0518,-0.0229,0.9406,-0.2836,5.7983,-0.4883,-2.0752,-0.0566,0.9611,-0.3333,-4.5166,3.7842,3.7842,-0.0166,0.9462,-0.2284,-1.4038,-17.0898,-1.3428,-0.1626,1.1138,-0.1587,-50.7202,-80.5664,-11.1084,0.5377,1.1716,0.2236,-179.0161,-66.1011,-58.5327,0.1908,0.8708,0.1224,-190.918,-555.9692,335.9985,0.2715,0.4628,0.0153,-130.6763,-89.1724,571.4111,0.2433,0.4252,0.0095,-389.0381,385.0708,386.9018,0.1248,-0.2079,-0.1031,-520.813,196.4111,412.7807,0.2449,-0.3693,-0.3572,585.083,-463.5009,109.9243,-0.1781,3.434,0.0953,1490.2953,1132.3242,523.1323,-0.4948,1.713,0.1816,-200.9277,1862.5487,12.5122,0.5967,3.7242,0.1295,544.0674,-1856.4452,-327.3315,0.0726,2.0863,0.0697,-810.7299,-390.5029,-102.417,0.1133,0.563,-0.1118,-482.0556,1999.9388,-223.0224,-0.0802,0.1965,-0.059,-57.4341,1999.9388,12.0239,0.0343,0.2797,0.1652,51.3916,306.5186,-60.4858,3
0.025,0.9486,-0.2278,-2.5635,-8.2397,-5.249,0.0293,0.9694,-0.141,5.3101,10.5591,11.5356,0.0258,0.9518,-0.2201,12.6953,-4.7607,0.4272,0.015,0.9828,-0.2263,-12.3901,-2.3193,-2.9907,0.3872,1.0845,0.6694,-189.6973,6.7139,3.9673,0.1425,0.7434,0.2476,-750.9155,558.3496,161.438,-0.1525,-0.3481,-0.3204,-554.2603,1475.891,36.377,-0.0526,0.2318,-0.3518,-295.3491,-282.5928,-637.5732,1.0068,3.1547,0.3163,1057.9834,1064.6973,-205.7495,-0.744,1.2515,-0.5223,-1080.9937,-1478.1493,422.3022,-0.0302,1.5699,0.5676,656.372,-397.4609,180.1758,-0.2102,1.7042,0.522,-414.0625,497.7417,336.1206,-0.3822,0.4662,0.3457,-118.2251,-792.0532,102.9053,-0.0013,0.7476,0.3154,53.4668,-4.8828,-147.3389,0.3379,1.2507,0.4602,44.3115,253.7842,-203.0639,0.1523,1.3552,0.1924,-182.251,-280.1514,27.5269,0.1978,0.8174,0.2223,-114.3799,-492.0654,-45.8374,0.2499,0.6831,0.2018,-12.5732,-231.1401,-57.312,0.2682,0.7042,0.2344,83.7402,19.165,-15.1978,0.238,0.8982,0.2548,166.2598,152.0996,20.5078,3
0.2218,0.9772,-0.1919,1.2817,2.4414,3.2349,0.1965,0.9325,-0.1174,1.5869,-3.418,-3.1128,0.2217,0.9556,-0.1774,12.0239,4.7607,1.3428,0.1356,0.8666,-0.1667,6.1646,6.1646,9.6436,0.1799,1.1725,-0.0363,-53.1616,-9.5825,-66.2842,0.2017,0.3326,-0.1115,-763.3056,934.2651,-146.4233,-0.0583,-0.1611,-0.1001,-309.3872,659.0576,-349.9756,1.1531,2.0486,-0.2241,93.689,-1191.5894,-391.7236,0.0564,1.9088,0.0538,38.6353,1376.0375,331.1157,-0.2385,1.2183,0.2933,-304.5654,94.9097,-166.0766,0.835,2.0249,0.0298,-125.061,-602.7222,-293.457,-0.3029,1.1721,-0.3579,-125.9766,1777.8929,162.4145,0.0758,0.9885,0.2288,-89.2944,-608.5815,-32.1655,0.2844,0.7919,0.1494,-167.1753,-84.8389,161.6211,-0.0181,0.6445,0.2227,20.9351,377.9297,166.626,0.0087,0.7684,0.2483,6.3477,-141.3574,-47.3022,0.2339,1.0439,0.2301,80.8105,-67.627,-77.8809,0.0474,0.9786,0.2423,38.3301,193.2983,-4.2725,0.1294,0.9243,0.2263,46.5088,-200.3174,-129.5166,0.2225,1.0121,0.2412,96.4966,54.9927,-97.229,3
0.0712,0.9851,-0.0616,-9.3384,-4.1504,8.1177,0.0984,1.062,-0.0262,-0.7324,13.1836,13.1226,0.0795,0.9314,-0.0326,2.8076,-9.5825,-12.0239,0.0778,0.993,0.0193,0.4883,6.7749,16.9678,0.0798,0.9236,-0.0345,-21.4233,-2.6245,-0.4883,0.0857,1.0823,0.0333,-57.0679,-34.9121,16.6016,-0.3054,0.5475,0.2406,-170.166,95.1538,-4.8828,0.1423,-0.213,-0.101,-263.3057,-371.3989,-123.7183,0.2471,0.111,0.0972,-38.4521,-783.5693,-215.9424,0.0404,0.9636,0.2537,393.2495,701.0497,334.3506,0.1646,0.9355,0.6544,555.7251,389.8315,-147.3999,0.1168,0.3114,-0.1086,-268.4326,1500.8544,52.3071,0.2645,0.5132,0.129,153.7476,267.2729,-119.5679,0.3707,1.7511,0.1428,-176.6357,285.1563,101.9287,0.1112,1.3992,0.2166,98.3276,440.7348,36.8652,0.0891,0.9169,0.1511,-171.8139,11.4746,111.0229,0.0205,0.8912,0.2382,48.8892,141.9678,28.5034,0.0938,0.8453,0.2047,-0.9766,-94.7266,-41.8091,0.1124,0.9457,0.2443,65.4297,-122.0093,-126.1597,0.2133,1.0718,0.2338,43.9453,-108.7646,-149.353,3
0.1536,0.9534,0.093,-2.6245,-4.4556,-1.4648,0.1577,0.9827,0.1495,-1.77,-9.2773,0.9155,0.1655,0.9807,0.1658,4.2114,10.1318,14.9536,0.1825,0.9747,0.1362,3.1128,2.1973,1.2817,0.1478,0.9391,0.1047,-7.0801,-9.5215,-4.8828,0.2206,0.938,0.1794,0.1221,6.2256,11.0474,0.1952,0.7627,0.0022,-2.3804,84.5337,34.3018,-0.5021,-0.3649,1.6105,29.1138,-354.0039,335.7544,-0.0587,-0.121,-0.1157,-377.1362,-72.937,-145.3247,0.0422,0.0251,-0.1073,-322.4487,-1027.0996,-489.9902,0.6702,3.9999,-0.1055,1180.542,-1319.641,-31.311,-0.0469,0.7964,-0.4037,-713.8061,-1999.9999,355.7129,0.3451,1.5458,0.2874,1272.644,-435.852,-557.0679,0.0369,2.6426,0.1152,-369.7509,7.9956,461.4868,0.1323,1.042,0.2076,166.748,-468.5058,36.1328,0.6545,0.4883,-0.8817,-37.7808,162.0483,-104.7363,0.0703,0.8265,0.0826,-208.0688,100.647,-14.3433,0.0668,1.1062,0.244,-139.2212,-475.6469,-160.7666,0.2407,1.7806,0.0808,-361.7553,-558.4717,-150.2075,0.3113,1.9153,0.0044,-428.1006,-305.6641,-143.7378,3
0.1523,0.9803,0.0386,2.6245,0.8545,-2.5024,0.1783,0.9714,0.0197,-5.3101,1.9531,-0.3052,0.1245,0.988,0.071,3.1128,-7.8735,-2.3193,0.1602,0.974,-0.0122,-12.5732,-2.5635,1.709,0.1239,0.9406,0.0865,-7.7515,4.7607,3.6621,0.1045,0.8489,0.2368,-104.0649,-71.106,-12.8174,0.4637,0.9449,0.6708,-254.9438,314.1479,-247.6196,0.5337,1.1207,0.0385,-266.3574,938.7817,127.1362,0.1096,-0.0297,-0.0994,-93.811,993.3471,257.2021,0.1392,0.1539,0.0602,-50.415,300.354,165.039,0.1858,0.7505,0.2992,385.6201,4.1504,84.7778,0.1714,1.8163,0.3204,397.3999,441.1621,92.9565,0.35,2.8635,0.5757,47.4853,-224.7925,12.6343,0.2202,1.5559,0.3043,-273.0713,-1169.7388,105.2856,0.1399,0.6328,0.2009,-264.6484,-667.0532,86.3037,0.1653,0.2888,0.1854,35.7056,-411.8652,-1.6479,0.2087,0.2698,0.1741,58.5327,-40.3442,-48.584,0.1979,0.291,0.181,76.5381,101.5015,-21.4233,0.2064,0.51,0.2821,179.6264,83.8623,16.8457,0.1663,0.8906,0.339,217.4682,198.1811,37.9639,3
